,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,54.91133333333333,83.71350000000001,83.882,93.03649999999999,84.42366666666666,86.62616666666666,95.77466666666666,42.47866666666666,109.35016666666667,37.4585,119.43933333333332,84.45083333333334,70.28083333333333,59.00483333333333,109.61166666666666,94.62966666666667,68.87933333333334,169.77383333333333,87.93516666666666,115.42716666666666,35.62083333333333,82.396,85.9015,86.57733333333334,79.60316666666667,81.55783333333333,81.95266666666666,79.44216666666667,89.85916666666667,87.5255,35.805,106.602,114.97933333333334,102.38233333333332,126.624,92.47116666666668
1,43.419999999999995,13.526,13.6945,22.849,14.236166666666666,16.438666666666666,156.30716666666666,80.73816666666667,70.51616666666668,99.70933333333333,49.25183333333334,14.263333333333332,39.82,23.210166666666666,70.77766666666666,24.442166666666665,39.617333333333335,99.58633333333334,17.747666666666664,175.95966666666666,56.3265,12.208499999999999,15.714,16.389833333333332,76.73433333333334,11.370333333333333,11.765166666666666,14.740333333333332,19.671666666666667,17.338,56.510666666666665,67.76783333333334,97.75633333333333,150.32183333333333,56.4365,22.283666666666665
2,22.142833333333332,41.225166666666674,44.858,54.950500000000005,41.816,45.8755,158.67216666666667,67.03699999999999,119.71933333333332,100.35583333333334,98.45516666666667,44.50266666666666,90.25916666666667,62.468666666666664,119.981,66.94116666666666,90.05666666666666,148.7895,45.39683333333333,178.32466666666667,44.064499999999995,49.397333333333336,44.88983333333333,46.62916666666667,63.033166666666666,43.919333333333334,48.954166666666666,48.708666666666666,50.3435,45.66833333333333,45.34083333333333,116.97116666666668,146.9595,136.62066666666666,97.78483333333334,50.42266666666667
3,28.61916666666667,68.47633333333333,68.64483333333332,77.79933333333334,69.1865,71.389,122.01633333333332,17.234666666666666,125.4665,63.70016666666667,104.20233333333334,69.21366666666667,90.79950000000001,58.667,125.72800000000001,79.39266666666667,90.59683333333334,154.5366666666667,72.69800000000001,141.6688333333333,29.067666666666664,67.15883333333333,70.66433333333333,71.34033333333333,28.870833333333334,66.32066666666667,66.71566666666666,64.205,74.62216666666667,72.28833333333334,30.137999999999998,122.71833333333333,144.03633333333335,94.02433333333333,111.38683333333333,77.23416666666667
4,38.84216666666667,15.602,15.7705,24.924833333333332,16.312166666666666,18.514666666666667,153.44783333333334,76.16033333333333,72.59216666666666,95.13166666666666,51.32783333333334,16.339333333333332,42.67933333333334,18.6325,72.85366666666667,26.518166666666666,42.47666666666667,101.66233333333334,19.823666666666668,173.10033333333334,51.748666666666665,14.284500000000001,17.790000000000003,18.465833333333332,72.15650000000001,13.446333333333333,13.841166666666668,10.8315,21.747666666666664,19.413999999999998,51.933,69.84383333333334,99.83233333333332,145.744,58.5125,24.359666666666666
5,110.89766666666667,79.27950000000001,77.48433333333334,85.47083333333333,79.98966666666666,80.2285,191.0505,148.21583333333334,40.58233333333333,136.17833333333334,27.331166666666665,78.05316666666666,76.16383333333333,90.68783333333334,40.843833333333336,67.48433333333334,75.96116666666667,41.0765,81.73933333333333,210.70283333333333,123.80416666666666,75.07066666666667,79.7055,80.17966666666666,144.212,77.12383333333334,74.08816666666667,82.218,82.29366666666667,81.32950000000001,123.98833333333333,37.833999999999996,67.8225,202.05416666666667,79.33483333333334,85.7975
6,110.04616666666668,78.42800000000001,76.63266666666667,84.61933333333333,79.13816666666666,79.37683333333332,190.19883333333334,147.36433333333335,39.73066666666667,135.32683333333333,27.880666666666666,77.20166666666667,75.31216666666666,89.83633333333334,39.992333333333335,66.63283333333332,75.10966666666667,43.22833333333333,80.88783333333335,209.85133333333334,122.95266666666666,74.21916666666667,78.854,79.32816666666666,143.36049999999997,76.27233333333334,73.23666666666666,81.3665,81.44216666666667,80.47800000000001,123.13683333333333,36.982499999999995,66.97083333333333,201.20266666666666,78.48333333333333,84.94583333333334
7,111.23333333333333,79.61533333333334,77.82,85.80666666666666,80.32533333333335,80.56416666666668,191.38616666666667,148.55166666666668,40.918,136.51416666666668,27.833166666666667,78.38883333333334,76.4995,91.02366666666667,41.1795,67.82016666666667,76.29683333333334,42.65983333333334,82.075,211.03866666666667,124.14,75.40633333333334,80.04133333333333,80.5155,144.5476666666667,77.45966666666666,74.42399999999999,82.55366666666667,82.62933333333334,81.66533333333334,124.32416666666667,38.16983333333334,68.15816666666666,202.39,79.67049999999999,86.13316666666667
8,108.68599999999999,77.068,75.27266666666667,83.25933333333334,77.778,78.01683333333334,188.83883333333333,146.00416666666666,38.370666666666665,133.96683333333334,27.97416666666667,75.8415,73.95216666666667,88.47633333333333,38.63216666666666,65.27283333333334,73.7495,43.075833333333335,79.52766666666666,208.49133333333333,121.59266666666667,72.859,77.49383333333334,77.96816666666668,142.00033333333334,74.91233333333334,71.87666666666668,80.00633333333333,80.08200000000001,79.118,121.77683333333333,35.622499999999995,65.61083333333333,199.84266666666664,77.12316666666668,83.58583333333333
9,112.90533333333333,81.28716666666666,79.492,87.4785,81.99733333333333,82.23616666666666,193.05816666666666,150.2235,42.59,138.18616666666668,29.338833333333334,80.06083333333332,78.1715,92.6955,42.8515,69.49216666666666,77.96883333333334,43.06733333333333,83.747,212.71066666666667,125.81183333333334,77.07833333333333,81.71316666666667,82.18733333333333,146.21966666666668,79.1315,76.096,84.22566666666667,84.30133333333333,83.33716666666666,125.99616666666667,39.841833333333334,69.83016666666667,204.06199999999998,81.3425,87.80516666666668
10,112.80466666666666,81.18666666666667,79.39133333333332,87.378,81.89683333333333,82.13550000000001,192.9575,150.123,42.489333333333335,138.0855,32.32283333333333,79.96016666666667,78.07083333333334,92.595,42.75083333333334,69.3915,77.86816666666667,47.911833333333334,83.64633333333333,212.61,125.71133333333334,76.97766666666666,81.61266666666667,82.08683333333333,146.119,79.03099999999999,75.99533333333333,84.125,84.20066666666666,83.23666666666666,125.8955,39.741166666666665,69.7295,203.96133333333333,81.242,87.70450000000001
11,56.205333333333336,96.0625,96.23083333333334,105.38533333333334,96.77250000000001,98.975,161.88433333333333,57.1025,153.05249999999998,103.568,131.78833333333333,96.79966666666665,118.38550000000001,86.253,153.31416666666667,106.97866666666667,118.18283333333333,182.12266666666667,100.28416666666666,181.5368333333333,56.653666666666666,94.74499999999999,98.25033333333334,98.92633333333333,46.19683333333333,93.90683333333332,94.30166666666668,91.791,102.20816666666666,99.87433333333334,57.72416666666666,150.30433333333335,171.62233333333333,120.827,138.97299999999998,104.82016666666667
12,108.08649999999999,76.46833333333333,74.67316666666667,82.65966666666667,77.1785,77.41733333333333,188.23933333333335,145.40466666666669,37.771166666666666,133.36733333333333,29.243333333333332,75.242,73.35266666666666,87.87666666666668,38.032666666666664,64.67333333333333,73.15,44.344833333333334,78.92816666666666,207.89183333333332,120.993,72.25949999999999,76.89433333333334,77.3685,141.4008333333333,74.31266666666667,71.27716666666667,79.40683333333332,79.4825,78.51833333333335,121.17716666666666,35.023,65.01133333333333,199.24316666666667,76.52366666666667,82.98633333333333
13,23.2655,74.76366666666667,75.66333333333334,84.81783333333333,75.3545,78.4075,159.73566666666665,64.81966666666666,132.485,101.41933333333333,111.22083333333333,76.23216666666667,97.818,65.6855,132.7465,86.41116666666667,97.61533333333334,161.55516666666665,78.93533333333333,179.38816666666668,45.128,74.1775,77.68283333333333,78.35883333333332,60.81583333333333,73.33933333333333,73.73416666666667,71.2235,81.64066666666666,79.20683333333334,46.404333333333334,129.73683333333332,158.45600000000002,134.40333333333334,118.4055,83.96116666666667
