COD_ORIGEM,COD_DESTINO,DISTANCIA_KM,CUSTO_DESLOCAMENTO
2803807,2800308,82.98,207.45
2803807,2800605,82.49,206.22
2803807,2800670,145.37,363.43
2803807,2801009,114.62,286.55
2803807,2801207,158.26,395.65
2803807,2801306,35.11,87.78
2803807,2801405,124.14,310.35
2803807,2801702,180.59,451.48
2803807,2802106,132.02,330.05
2803807,2802304,104.4,261.0
2803807,2802908,104.32,260.8
2803807,2803005,184.6,461.5
2803807,2803203,98.92,247.3
2803807,2803500,141.25,353.12
2803807,2803609,63.71,159.28
2803807,2804508,79.23,198.08
2803807,2804607,49.96,124.9
2803807,2804805,74.5,186.25
2803807,2805406,132.08,330.2
2803807,2805604,117.35,293.38
2803807,2805703,25.91,64.78
2803807,2806701,88.2,220.5
2803807,2807105,150.86,377.15
2803807,2807402,199.98,499.95
2803807,2807600,164.7,411.75
2803906,2800308,51.62,129.05
2803906,2800605,54.97,137.43
2803906,2800670,94.49,236.22
2803906,2801009,33.2,83.0
2803906,2801207,151.8,379.5
2803906,2801306,55.36,138.4
2803906,2801405,75.86,189.65
2803906,2801702,149.23,373.07
2803906,2802106,100.65,251.62
2803906,2802304,42.4,106.0
2803906,2802908,20.48,51.2
2803906,2803005,126.69,316.73
2803906,2803203,67.56,168.9
2803906,2803500,59.55,148.88
2803906,2803609,32.34,80.85
2803906,2804508,72.77,181.92
2803906,2804607,48.74,121.85
2803906,2804805,43.14,107.85
2803906,2805406,125.63,314.07
2803906,2805604,127.56,318.9
2803906,2805703,104.65,261.62
2803906,2806701,56.83,142.07
2803906,2807105,88.86,222.15
2803906,2807402,118.37,295.93
2803906,2807600,133.34,333.35
2804003,2800308,32.85,82.12
2804003,2800605,36.21,90.53
2804003,2800670,95.24,238.1
2804003,2801009,64.5,161.25
2804003,2801207,168.99,422.48
2804003,2801306,41.47,103.67
2804003,2801405,110.82,277.05
2804003,2801702,130.46,326.15
2804003,2802106,81.89,204.72
2804003,2802304,77.36,193.4
2804003,2802908,54.2,135.5
2804003,2803005,134.47,336.18
2804003,2803203,48.79,121.97
2804003,2803500,91.13,227.82
2804003,2803609,13.58,33.95
2804003,2804508,89.96,224.9
2804003,2804607,42.22,105.55
2804003,2804805,24.37,60.93
2804003,2805406,142.81,357.02
2804003,2805604,144.74,361.85
2804003,2805703,70.21,175.52
2804003,2806701,38.07,95.17
2804003,2807105,120.01,300.03
2804003,2807402,149.85,374.62
2804003,2807600,114.57,286.42
2804102,2800308,63.62,159.05
2804102,2800605,66.97,167.43
2804102,2800670,89.77,224.42
2804102,2801009,28.48,71.2
2804102,2801207,137.58,343.95
2804102,2801306,53.89,134.72
2804102,2801405,68.65,171.62
2804102,2801702,136.77,341.93
2804102,2802106,112.65,281.62
2804102,2802304,35.18,87.95
2804102,2802908,15.76,39.4
2804102,2803005,121.97,304.93
2804102,2803203,79.56,198.9
2804102,2803500,54.83,137.07
2804102,2803609,44.34,110.85
2804102,2804508,58.55,146.38
2804102,2804607,34.52,86.3
2804102,2804805,55.14,137.85
2804102,2805406,111.41,278.52
2804102,2805604,113.34,283.35
2804102,2805703,101.84,254.6
2804102,2806701,68.83,172.07
2804102,2807105,81.65,204.12
2804102,2807402,113.65,284.12
2804102,2807600,120.88,302.2
2804201,2800308,148.35,370.88
2804201,2800605,147.86,369.65
2804201,2800670,164.91,412.27
2804201,2801009,103.62,259.05
2804201,2801207,57.36,143.4
2804201,2801306,95.25,238.12
2804201,2801405,46.47,116.17
2804201,2801702,211.91,529.77
2804201,2802106,197.39,493.47
2804201,2802304,76.86,192.15
2804201,2802908,96.29,240.73
2804201,2803005,197.11,492.78
2804201,2803203,164.3,410.75
2804201,2803500,129.97,324.93
2804201,2803609,129.08,322.7
2804201,2804508,28.78,71.95
2804201,2804607,76.35,190.88
2804201,2804805,139.88,349.7
2804201,2805406,31.19,77.98
2804201,2805604,33.11,82.78
2804201,2805703,126.12,315.3
2804201,2806701,153.57,383.92
2804201,2807105,104.65,261.62
2804201,2807402,188.79,471.97
2804201,2807600,196.02,490.05
2804300,2800308,83.04,207.6
2804300,2800605,82.55,206.38
2804300,2800670,145.43,363.58
2804300,2801009,114.69,286.73
2804300,2801207,147.68,369.2
2804300,2801306,35.17,87.93
2804300,2801405,113.56,283.9
2804300,2801702,180.65,451.62
2804300,2802106,132.08,330.2
2804300,2802304,104.46,261.15
2804300,2802908,104.39,260.98
2804300,2803005,184.66,461.65
2804300,2803203,98.98,247.45
2804300,2803500,141.32,353.3
2804300,2803609,63.77,159.43
2804300,2804508,68.65,171.62
2804300,2804607,50.03,125.08
2804300,2804805,74.57,186.42
2804300,2805406,121.5,303.75
2804300,2805604,108.92,272.3
2804300,2805703,30.38,75.95
2804300,2806701,88.26,220.65
2804300,2807105,150.92,377.3
2804300,2807402,200.04,500.1
2804300,2807600,164.76,411.9
2804409,2800308,116.14,290.35
2804409,2800605,115.65,289.12
2804409,2800670,178.54,446.35
2804409,2801009,147.79,369.47
2804409,2801207,191.42,478.55
2804409,2801306,68.27,170.67
2804409,2801405,157.31,393.27
2804409,2801702,213.75,534.38
2804409,2802106,165.18,412.95
2804409,2802304,137.56,343.9
2804409,2802908,137.49,343.73
2804409,2803005,217.76,544.4
2804409,2803203,132.09,330.23
2804409,2803500,174.42,436.05
2804409,2803609,96.87,242.18
2804409,2804508,112.39,280.98
2804409,2804607,83.13,207.82
2804409,2804805,107.67,269.18
2804409,2805406,165.25,413.12
2804409,2805604,129.4,323.5
2804409,2805703,35.88,89.7
2804409,2806701,121.36,303.4
2804409,2807105,184.02,460.05
2804409,2807402,233.14,582.85
2804409,2807600,197.86,494.65
2804458,2800308,99.08,247.7
2804458,2800605,102.43,256.08
2804458,2800670,114.97,287.43
2804458,2801009,53.68,134.2
2804458,2801207,109.13,272.82
2804458,2801306,75.57,188.92
2804458,2801405,32.52,81.3
2804458,2801702,161.97,404.93
2804458,2802106,148.49,371.23
2804458,2802304,26.93,67.33
2804458,2802908,46.35,115.88
2804458,2803005,147.17,367.92
2804458,2803203,115.4,288.5
2804458,2803500,80.03,200.07
2804458,2803609,79.19,197.97
2804458,2804508,30.1,75.25
2804458,2804607,56.21,140.53
2804458,2804805,97.12,242.8
2804458,2805406,82.96,207.4
2804458,2805604,84.89,212.22
2804458,2805703,123.53,308.82
2804458,2806701,104.29,260.73
2804458,2807105,73.39,183.47
2804458,2807402,138.85,347.12
2804458,2807600,146.08,365.2
2804508,2800308,121.23,303.07
2804508,2800605,120.74,301.85
2804508,2800670,137.79,344.47
2804508,2801009,76.5,191.25
2804508,2801207,80.68,201.7
2804508,2801306,68.13,170.32
2804508,2801405,45.85,114.62
2804508,2801702,184.78,461.95
2804508,2802106,170.27,425.68
2804508,2802304,49.74,124.35
2804508,2802908,69.16,172.9
2804508,2803005,169.99,424.98
2804508,2803203,137.17,342.92
2804508,2803500,102.85,257.12
2804508,2803609,101.96,254.9
2804508,2804607,49.23,123.07
2804508,2804805,112.75,281.88
2804508,2805406,54.51,136.28
2804508,2805604,56.44,141.1
2804508,2805703,98.99,247.47
2804508,2806701,126.45,316.12
2804508,2807105,104.04,260.1
2804508,2807402,161.66,404.15
2804508,2807600,168.89,422.22
2804607,2800308,73.47,183.68
2804607,2800605,72.98,182.45
2804607,2800670,135.87,339.68
2804607,2801009,62.32,155.8
2804607,2801207,128.23,320.57
2804607,2801306,20.83,52.07
2804607,2801405,89.37,223.43
2804607,2801702,171.09,427.73
2804607,2802106,122.51,306.28
2804607,2802304,55.9,139.75
2804607,2802908,49.6,124.0
2804607,2803005,175.09,437.73
2804607,2803203,89.42,223.55
2804607,2803500,88.67,221.68
2804607,2803609,54.2,135.5
2804607,2804508,49.2,123.0
2804607,2804805,65.0,162.5
2804607,2805406,102.06,255.15
2804607,2805604,103.99,259.97
2804607,2805703,68.79,171.98
2804607,2806701,78.69,196.72
2804607,2807105,102.37,255.93
2804607,2807402,147.49,368.73
2804607,2807600,155.2,388.0
2804706,2800308,132.44,331.1
2804706,2800605,131.94,329.85
2804706,2800670,194.83,487.08
2804706,2801009,130.18,325.45
2804706,2801207,140.86,352.15
2804706,2801306,84.57,211.42
2804706,2801405,111.26,278.15
2804706,2801702,230.05,575.12
2804706,2802106,181.47,453.68
2804706,2802304,103.42,258.55
2804706,2802908,122.84,307.1
2804706,2803005,234.06,585.15
2804706,2803203,148.38,370.95
2804706,2803500,156.53,391.32
2804706,2803609,113.16,282.9
2804706,2804508,66.34,165.85
2804706,2804607,78.25,195.62
2804706,2804805,123.96,309.9
2804706,2805406,114.69,286.73
2804706,2805604,62.38,155.95
2804706,2805703,37.34,93.35
2804706,2806701,137.65,344.12
2804706,2807105,169.44,423.6
2804706,2807402,215.34,538.35
2804706,2807600,214.16,535.4
2804805,2800308,14.66,36.65
2804805,2800605,14.87,37.17
2804805,2800670,86.28,215.7
2804805,2801009,65.49,163.72
2804805,2801207,191.09,477.73
2804805,2801306,63.57,158.93
2804805,2801405,111.82,279.55
2804805,2801702,121.5,303.75
2804805,2802106,72.93,182.33
2804805,2802304,78.35,195.88
2804805,2802908,55.19,137.97
2804805,2803005,125.51,313.78
2804805,2803203,39.83,99.57
2804805,2803500,82.17,205.43
2804805,2803609,14.87,37.17
2804805,2804508,112.06,280.15
2804805,2804607,64.33,160.82
2804805,2805406,164.91,412.27
2804805,2805604,166.84,417.1
2804805,2805703,92.32,230.8
2804805,2806701,19.87,49.68
2804805,2807105,111.05,277.62
2804805,2807402,140.89,352.22
2804805,2807600,105.61,264.02
2804904,2800308,103.93,259.83
2804904,2800605,91.12,227.8
2804904,2800670,186.11,465.28
2804904,2801009,155.36,388.4
2804904,2801207,199.0,497.5
2804904,2801306,75.85,189.62
2804904,2801405,164.88,412.2
2804904,2801702,221.33,553.33
2804904,2802106,172.76,431.9
2804904,2802304,145.14,362.85
2804904,2802908,145.06,362.65
2804904,2803005,225.34,563.35
2804904,2803203,139.66,349.15
2804904,2803500,181.99,454.98
2804904,2803609,104.45,261.12
2804904,2804508,119.97,299.93
2804904,2804607,90.7,226.75
2804904,2804805,115.24,288.1
2804904,2805406,172.82,432.05
2804904,2805604,143.36,358.4
2804904,2805703,48.26,120.65
2804904,2806701,111.57,278.92
2804904,2807105,191.6,479.0
2804904,2807402,240.72,601.8
2804904,2807600,205.44,513.6
2805000,2800308,97.36,243.4
2805000,2800605,100.72,251.8
2805000,2800670,90.08,225.2
2805000,2801009,31.33,78.32
2805000,2801207,141.2,353.0
2805000,2801306,93.76,234.4
2805000,2801405,34.96,87.4
2805000,2801702,133.11,332.78
2805000,2802106,146.78,366.95
2805000,2802304,21.57,53.92
2805000,2802908,44.63,111.58
2805000,2803005,118.32,295.8
2805000,2803203,113.68,284.2
2805000,2803500,56.39,140.97
2805000,2803609,85.9,214.75
2805000,2804508,80.16,200.4
2805000,2804607,74.4,186.0
2805000,2804805,95.4,238.5
2805000,2805406,115.02,287.55
2805000,2805604,116.95,292.38
2805000,2805703,141.72,354.3
2805000,2806701,102.58,256.45
2805000,2807105,29.79,74.47
2805000,2807402,110.0,275.0
2805000,2807600,117.22,293.05
2805109,2800308,92.81,232.03
2805109,2800605,97.49,243.72
2805109,2800670,9.1,22.75
2805109,2801009,64.79,161.98
2805109,2801207,220.04,550.1
2805109,2801306,145.37,363.43
2805109,2801405,117.78,294.45
2805109,2801702,44.47,111.17
2805109,2802106,37.46,93.65
2805109,2802304,97.84,244.6
2805109,2802908,76.74,191.85
2805109,2803005,29.67,74.18
2805109,2803203,57.89,144.72
2805109,2803500,40.17,100.43
2805109,2803609,96.67,241.68
2805109,2804508,141.01,352.52
2805109,2804607,125.91,314.77
2805109,2804805,94.76,236.9
2805109,2805406,193.87,484.68
2805109,2805604,195.8,489.5
2805109,2805703,174.11,435.28
2805109,2806701,80.42,201.05
2805109,2807105,63.18,157.95
2805109,2807402,55.12,137.8
2805109,2807600,28.58,71.45
2805208,2800308,100.43,251.08
2805208,2800605,103.79,259.48
2805208,2800670,86.34,215.85
2805208,2801009,55.04,137.6
2805208,2801207,140.1,350.25
2805208,2801306,96.83,242.07
2805208,2801405,33.86,84.65
2805208,2801702,129.38,323.45
2805208,2802106,114.98,287.45
2805208,2802304,24.64,61.6
2805208,2802908,47.7,119.25
2805208,2803005,114.58,286.45
2805208,2803203,116.75,291.88
2805208,2803500,52.65,131.62
2805208,2803609,88.97,222.43
2805208,2804508,79.06,197.65
2805208,2804607,77.47,193.68
2805208,2804805,98.47,246.18
2805208,2805406,113.92,284.8
2805208,2805604,115.85,289.62
2805208,2805703,144.79,361.97
2805208,2806701,105.65,264.12
2805208,2807105,26.06,65.15
2805208,2807402,106.26,265.65
2805208,2807600,113.49,283.72
2805307,2800308,44.54,111.35
2805307,2800605,31.73,79.33
2805307,2800670,120.07,300.17
2805307,2801009,101.69,254.22
2805307,2801207,187.07,467.67
2805307,2801306,41.88,104.7
2805307,2801405,148.01,370.02
2805307,2801702,155.29,388.22
2805307,2802106,106.71,266.77
2805307,2802304,114.55,286.38
2805307,2802908,91.39,228.47
2805307,2803005,159.3,398.25
2805307,2803203,73.62,184.05
2805307,2803500,115.95,289.88
2805307,2803609,54.02,135.05
2805307,2804508,108.04,270.1
2805307,2804607,60.89,152.22
2805307,2804805,47.37,118.42
2805307,2805406,160.9,402.25
2805307,2805604,162.05,405.12
2805307,2805703,70.62,176.55
2805307,2806701,52.18,130.45
2805307,2807105,144.84,362.1
2805307,2807402,174.67,436.67
2805307,2807600,139.4,348.5
2805406,2800308,174.09,435.23
2805406,2800605,173.6,434.0
2805406,2800670,190.65,476.62
2805406,2801009,129.36,323.4
2805406,2801207,35.08,87.7
2805406,2801306,120.99,302.47
2805406,2801405,80.72,201.8
2805406,2801702,237.64,594.1
2805406,2802106,223.13,557.83
2805406,2802304,102.6,256.5
2805406,2802908,122.02,305.05
2805406,2803005,222.85,557.12
2805406,2803203,190.03,475.07
2805406,2803500,155.71,389.28
2805406,2803609,154.82,387.05
2805406,2804508,54.51,136.28
2805406,2804607,102.09,255.23
2805406,2804805,165.61,414.03
2805406,2805604,54.43,136.07
2805406,2805703,151.85,379.62
2805406,2806701,179.31,448.27
2805406,2807105,138.91,347.27
2805406,2807402,214.52,536.3
2805406,2807600,221.75,554.38
2805505,2800308,147.54,368.85
2805505,2800605,152.22,380.55
2805505,2800670,103.25,258.12
2805505,2801009,94.21,235.52
2805505,2801207,195.57,488.92
2805505,2801306,159.95,399.88
2805505,2801405,96.97,242.43
2805505,2801702,116.68,291.7
2805505,2802106,131.88,329.7
2805505,2802304,87.76,219.4
2805505,2802908,110.82,277.05
2805505,2803005,85.39,213.47
2805505,2803203,112.63,281.57
2805505,2803500,69.55,173.88
2805505,2803609,152.08,380.2
2805505,2804508,142.17,355.42
2805505,2804607,140.59,351.48
2805505,2804805,149.49,373.73
2805505,2805406,177.04,442.6
2805505,2805604,178.96,447.4
2805505,2805703,207.9,519.75
2805505,2806701,135.15,337.88
2805505,2807105,39.65,99.12
2805505,2807402,53.53,133.82
2805505,2807600,105.46,263.65
2805604,2800308,176.1,440.25
2805604,2800605,175.61,439.03
2805604,2800670,192.66,481.65
2805604,2801009,131.37,328.43
2805604,2801207,80.56,201.4
2805604,2801306,123.0,307.5
2805604,2801405,82.73,206.83
2805604,2801702,239.65,599.12
2805604,2802106,225.14,562.85
2805604,2802304,104.61,261.52
2805604,2802908,124.04,310.1
2805604,2803005,224.86,562.15
2805604,2803203,192.05,480.12
2805604,2803500,157.72,394.3
2805604,2803609,156.83,392.08
2805604,2804508,56.53,141.32
2805604,2804607,104.1,260.25
2805604,2804805,167.63,419.07
2805604,2805406,54.39,135.97
2805604,2805703,96.55,241.38
2805604,2806701,181.32,453.3
2805604,2807105,140.92,352.3
2805604,2807402,216.54,541.35
2805604,2807600,223.76,559.4
2805703,2800308,100.17,250.43
2805703,2800605,99.67,249.18
2805703,2800670,162.56,406.4
2805703,2801009,131.81,329.52
2805703,2801207,175.45,438.62
2805703,2801306,52.3,130.75
2805703,2801405,141.33,353.33
2805703,2801702,197.78,494.45
2805703,2802106,149.21,373.03
2805703,2802304,121.59,303.98
2805703,2802908,121.51,303.78
2805703,2803005,201.79,504.47
2805703,2803203,116.11,290.27
2805703,2803500,158.44,396.1
2805703,2803609,80.9,202.25
2805703,2804508,96.42,241.05
2805703,2804607,67.15,167.88
2805703,2804805,91.69,229.22
2805703,2805406,149.27,373.18
2805703,2805604,95.87,239.68
2805703,2806701,105.38,263.45
2805703,2807105,168.05,420.12
2805703,2807402,217.17,542.92
2805703,2807600,181.89,454.72
2805802,2800308,107.12,267.8
2805802,2800605,111.8,279.5
2805802,2800670,32.44,81.1
2805802,2801009,54.53,136.32
2805802,2801207,209.77,524.43
2805802,2801306,135.01,337.52
2805802,2801405,107.51,268.78
2805802,2801702,67.93,169.83
2805802,2802106,60.81,152.03
2805802,2802304,87.57,218.92
2805802,2802908,66.47,166.18
2805802,2803005,27.05,67.62
2805802,2803203,72.21,180.52
2805802,2803500,29.91,74.78
2805802,2803609,107.73,269.32
2805802,2804508,130.74,326.85
2805802,2804607,115.64,289.1
2805802,2804805,109.07,272.67
2805802,2805406,183.6,459.0
2805802,2805604,185.53,463.82
2805802,2805703,188.42,471.05
2805802,2806701,94.73,236.83
2805802,2807105,52.91,132.27
2805802,2807402,35.53,88.83
2805802,2807600,52.04,130.1
2805901,2800308,33.01,82.52
2805901,2800605,36.36,90.9
2805901,2800670,95.4,238.5
2805901,2801009,49.94,124.85
2805901,2801207,166.1,415.25
2805901,2801306,37.71,94.28
2805901,2801405,96.27,240.67
2805901,2801702,130.62,326.55
2805901,2802106,82.05,205.12
2805901,2802304,62.8,157.0
2805901,2802908,39.64,99.1
2805901,2803005,134.63,336.57
2805901,2803203,48.95,122.38
2805901,2803500,76.29,190.73
2805901,2803609,13.74,34.35
2805901,2804508,87.07,217.67
2805901,2804607,39.34,98.35
2805901,2804805,24.53,61.33
2805901,2805406,139.93,349.83
2805901,2805604,141.86,354.65
2805901,2805703,86.05,215.12
2805901,2806701,38.22,95.55
2805901,2807105,109.27,273.18
2805901,2807402,135.11,337.78
2805901,2807600,114.73,286.82
2806008,2800308,78.71,196.77
2806008,2800605,82.07,205.17
2806008,2800670,94.6,236.5
2806008,2801009,33.31,83.28
2806008,2801207,123.88,309.7
2806008,2801306,54.5,136.25
2806008,2801405,55.85,139.62
2806008,2801702,141.6,354.0
2806008,2802106,128.12,320.3
2806008,2802304,22.39,55.98
2806008,2802908,25.98,64.95
2806008,2803005,126.81,317.02
2806008,2803203,95.03,237.57
2806008,2803500,59.67,149.18
2806008,2803609,58.11,145.28
2806008,2804508,44.84,112.1
2806008,2804607,35.14,87.85
2806008,2804805,76.75,191.88
2806008,2805406,97.7,244.25
2806008,2805604,99.63,249.07
2806008,2805703,102.45,256.12
2806008,2806701,83.93,209.83
2806008,2807105,68.85,172.12
2806008,2807402,118.48,296.2
2806008,2807600,125.71,314.27
2806107,2800308,42.78,106.95
2806107,2800605,39.87,99.67
2806107,2800670,105.17,262.93
2806107,2801009,74.42,186.05
2806107,2801207,161.81,404.52
2806107,2801306,34.3,85.75
2806107,2801405,120.75,301.88
2806107,2801702,140.39,350.97
2806107,2802106,91.81,229.53
2806107,2802304,87.28,218.2
2806107,2802908,64.12,160.3
2806107,2803005,144.4,361.0
2806107,2803203,58.72,146.8
2806107,2803500,101.05,252.62
2806107,2803609,23.51,58.78
2806107,2804508,82.78,206.95
2806107,2804607,35.05,87.62
2806107,2804805,34.3,85.75
2806107,2805406,135.64,339.1
2806107,2805604,137.56,343.9
2806107,2805703,63.04,157.6
2806107,2806701,47.99,119.98
2806107,2807105,129.94,324.85
2806107,2807402,159.77,399.43
2806107,2807600,124.5,311.25
2806206,2800308,57.79,144.47
2806206,2800605,62.47,156.18
2806206,2800670,28.1,70.25
2806206,2801009,50.63,126.58
2806206,2801207,205.88,514.7
2806206,2801306,110.35,275.88
2806206,2801405,107.47,268.68
2806206,2801702,81.41,203.52
2806206,2802106,42.13,105.33
2806206,2802304,83.67,209.18
2806206,2802908,62.58,156.45
2806206,2803005,66.62,166.55
2806206,2803203,22.87,57.18
2806206,2803500,23.99,59.97
2806206,2803609,61.65,154.12
2806206,2804508,126.85,317.12
2806206,2804607,111.1,277.75
2806206,2804805,59.74,149.35
2806206,2805406,179.71,449.28
2806206,2805604,181.64,454.1
2806206,2805703,139.09,347.73
2806206,2806701,45.4,113.5
2806206,2807105,52.87,132.17
2806206,2807402,82.71,206.77
2806206,2807600,65.52,163.8
2806305,2800308,87.79,219.48
2806305,2800605,92.47,231.18
2806305,2800670,44.14,110.35
2806305,2801009,106.27,265.68
2806305,2801207,267.86,669.65
2806305,2801306,140.35,350.88
2806305,2801405,180.96,452.4
2806305,2801702,43.09,107.73
2806305,2802106,21.23,53.08
2806305,2802304,147.5,368.75
2806305,2802908,124.34,310.85
2806305,2803005,47.1,117.75
2806305,2803203,52.88,132.2
2806305,2803500,79.62,199.05
2806305,2803609,91.65,229.12
2806305,2804508,188.83,472.08
2806305,2804607,141.1,352.75
2806305,2804805,89.74,224.35
2806305,2805406,241.69,604.23
2806305,2805604,243.62,609.05
2806305,2805703,169.09,422.73
2806305,2806701,75.4,188.5
2806305,2807105,108.5,271.25
2806305,2807402,82.55,206.38
2806305,2807600,27.2,68.0
2806404,2800308,119.42,298.55
2806404,2800605,118.93,297.33
2806404,2800670,181.82,454.55
2806404,2801009,151.07,377.67
2806404,2801207,194.7,486.75
2806404,2801306,71.55,178.88
2806404,2801405,160.59,401.48
2806404,2801702,217.03,542.58
2806404,2802106,168.46,421.15
2806404,2802304,140.84,352.1
2806404,2802908,140.77,351.93
2806404,2803005,221.04,552.6
2806404,2803203,135.37,338.43
2806404,2803500,177.7,444.25
2806404,2803609,100.15,250.38
2806404,2804508,115.67,289.18
2806404,2804607,86.41,216.02
2806404,2804805,110.95,277.38
2806404,2805406,168.53,421.32
2806404,2805604,132.68,331.7
2806404,2805703,39.17,97.93
2806404,2806701,124.64,311.6
2806404,2807105,187.31,468.27
2806404,2807402,236.42,591.05
2806404,2807600,201.15,502.88
2806503,2800308,48.03,120.08
2806503,2800605,51.39,128.47
2806503,2800670,110.43,276.08
2806503,2801009,48.8,122.0
2806503,2801207,154.82,387.05
2806503,2801306,43.36,108.4
2806503,2801405,85.89,214.72
2806503,2801702,145.64,364.1
2806503,2802106,97.07,242.67
2806503,2802304,52.43,131.07
2806503,2802908,36.08,90.2
2806503,2803005,149.65,374.12
2806503,2803203,63.98,159.95
2806503,2803500,75.15,187.88
2806503,2803609,28.76,71.9
2806503,2804508,75.79,189.48
2806503,2804607,37.46,93.65
2806503,2804805,39.56,98.9
2806503,2805406,128.65,321.62
2806503,2805604,130.58,326.45
2806503,2805703,95.41,238.52
2806503,2806701,53.25,133.12
2806503,2807105,98.89,247.22
2806503,2807402,133.97,334.93
2806503,2807600,129.76,324.4
2806602,2800308,44.36,110.9
2806602,2800605,30.12,75.3
2806602,2800670,106.75,266.88
2806602,2801009,76.0,190.0
2806602,2801207,177.42,443.55
2806602,2801306,49.91,124.77
2806602,2801405,122.33,305.82
2806602,2801702,141.97,354.93
2806602,2802106,93.39,233.47
2806602,2802304,88.86,222.15
2806602,2802908,65.7,164.25
2806602,2803005,145.98,364.95
2806602,2803203,60.3,150.75
2806602,2803500,102.63,256.57
2806602,2803609,25.09,62.73
2806602,2804508,98.39,245.97
2806602,2804607,50.66,126.65
2806602,2804805,35.88,89.7
2806602,2805406,151.25,378.12
2806602,2805604,153.18,382.95
2806602,2805703,78.65,196.62
2806602,2806701,49.57,123.92
2806602,2807105,131.52,328.8
2806602,2807402,161.35,403.38
2806602,2807600,126.08,315.2
2806701,2800308,13.74,34.35
2806701,2800605,20.14,50.35
2806701,2800670,76.56,191.4
2806701,2801009,71.8,179.5
2806701,2801207,205.23,513.07
2806701,2801306,77.72,194.3
2806701,2801405,118.13,295.32
2806701,2801702,111.78,279.45
2806701,2802106,63.2,158.0
2806701,2802304,84.66,211.65
2806701,2802908,61.5,153.75
2806701,2803005,115.79,289.48
2806701,2803203,30.11,75.28
2806701,2803500,72.44,181.1
2806701,2803609,29.02,72.55
2806701,2804508,126.2,315.5
2806701,2804607,78.47,196.18
2806701,2804805,20.96,52.4
2806701,2805406,179.06,447.65
2806701,2805604,180.99,452.48
2806701,2805703,106.46,266.15
2806701,2807105,101.33,253.32
2806701,2807402,131.16,327.9
2806701,2807600,95.89,239.72
2806800,2800308,75.81,189.53
2806800,2800605,79.16,197.9
2806800,2800670,55.0,137.5
2806800,2801009,11.14,27.85
2806800,2801207,166.38,415.95
2806800,2801306,91.62,229.05
2806800,2801405,77.64,194.1
2806800,2801702,102.0,255.0
2806800,2802106,83.63,209.07
2806800,2802304,44.18,110.45
2806800,2802908,23.08,57.7
2806800,2803005,87.2,218.0
2806800,2803203,52.34,130.85
2806800,2803500,20.06,50.15
2806800,2803609,64.34,160.85
2806800,2804508,87.35,218.38
2806800,2804607,72.26,180.65
2806800,2804805,73.85,184.62
2806800,2805406,140.21,350.53
2806800,2805604,142.14,355.35
2806800,2805703,143.1,357.75
2806800,2806701,81.02,202.55
2806800,2807105,49.04,122.6
2806800,2807402,78.88,197.2
2806800,2807600,86.11,215.28
2806909,2800308,87.36,218.4
2806909,2800605,86.87,217.18
2806909,2800670,149.75,374.38
2806909,2801009,119.01,297.53
2806909,2801207,162.64,406.6
2806909,2801306,39.49,98.73
2806909,2801405,128.53,321.32
2806909,2801702,184.97,462.43
2806909,2802106,136.4,341.0
2806909,2802304,108.78,271.95
2806909,2802908,108.71,271.77
2806909,2803005,188.98,472.45
2806909,2803203,103.31,258.27
2806909,2803500,145.64,364.1
2806909,2803609,68.09,170.23
2806909,2804508,83.61,209.03
2806909,2804607,54.35,135.88
2806909,2804805,78.89,197.22
2806909,2805406,136.47,341.18
2806909,2805604,111.77,279.43
2806909,2805703,20.33,50.82
2806909,2806701,92.58,231.45
2806909,2807105,155.24,388.1
2806909,2807402,204.36,510.9
2806909,2807600,169.08,422.7
2807006,2800308,105.42,263.55
2807006,2800605,108.78,271.95
2807006,2800670,121.31,303.27
2807006,2801009,60.02,150.05
2807006,2801207,113.77,284.43
2807006,2801306,55.62,139.05
2807006,2801405,45.68,114.2
2807006,2801702,168.31,420.77
2807006,2802106,154.84,387.1
2807006,2802304,33.27,83.18
2807006,2802908,52.69,131.72
2807006,2803005,153.52,383.8
2807006,2803203,121.74,304.35
2807006,2803500,86.38,215.95
2807006,2803609,85.53,213.82
2807006,2804508,34.74,86.85
2807006,2804607,36.71,91.78
2807006,2804805,103.46,258.65
2807006,2805406,87.6,219.0
2807006,2805604,89.53,223.82
2807006,2805703,103.57,258.92
2807006,2806701,110.64,276.6
2807006,2807105,79.73,199.33
2807006,2807402,145.19,362.98
2807006,2807600,152.42,381.05
2807105,2800308,108.77,271.93
2807105,2800605,113.45,283.62
2807105,2800670,64.48,161.2
2807105,2801009,55.44,138.6
2807105,2801207,164.87,412.18
2807105,2801306,121.61,304.02
2807105,2801405,58.63,146.58
2807105,2801702,107.51,268.78
2807105,2802106,93.11,232.78
2807105,2802304,49.42,123.55
2807105,2802908,72.48,181.2
2807105,2803005,92.72,231.8
2807105,2803203,73.86,184.65
2807105,2803500,30.78,76.95
2807105,2803609,113.74,284.35
2807105,2804508,103.83,259.57
2807105,2804607,102.24,255.6
2807105,2804805,110.72,276.8
2807105,2805406,138.7,346.75
2807105,2805604,140.62,351.55
2807105,2805703,169.56,423.9
2807105,2806701,96.38,240.95
2807105,2807402,84.39,210.97
2807105,2807600,91.62,229.05
2807204,2800308,55.36,138.4
2807204,2800605,54.87,137.17
2807204,2800670,117.75,294.38
2807204,2801009,70.49,176.22
2807204,2801207,145.82,364.55
