X,Y,MEAN_X,MEAN_Y,ID_divisao
-47.2327999130456,-22.873483583965,-47.232799913045611,-22.873483583964990,351907105_3519071005
-47.2221903247558,-22.8793973781566,-47.222190324755793,-22.879397378156629,351907105_3519071004
-48.9481753945195,-21.1302958155029,-48.948175394519502,-21.130295815502944,351110205_3511102049
-48.9602358527042,-21.1107487563948,-48.960235852704187,-21.110748756394841,351110205_3511102048
-47.2121262459327,-22.8682322806148,-47.212126245932723,-22.868232280614805,351907105_3519071001
-48.9635990106529,-21.1270839908627,-48.963599010652906,-21.127083990862737,351110205_3511102045
-48.9628319410405,-21.1344621950909,-48.962831941040520,-21.134462195090865,351110205_3511102044
-46.8493632177909,-23.6366667153661,-46.849363217790888,-23.636666715366069,351500405_3515004098
-48.9583001675251,-21.1159043460325,-48.958300167525081,-21.115904346032472,351110205_3511102047
-46.8765088518507,-23.6286319772405,-46.876508851850708,-23.628631977240481,351500405_3515004097
-48.9611619412068,-21.1197353035061,-48.961161941206797,-21.119735303506143,351110205_3511102046
-48.9450308057108,-21.1257936531528,-48.945030805710765,-21.125793653152815,351110205_3511102041
-48.9519387539093,-21.1215757505162,-48.951938753909310,-21.121575750516158,351110205_3511102040
-48.9575318787769,-21.1286949288262,-48.957531878776877,-21.128694928826157,351110205_3511102043
-48.9414301207932,-21.1246260893401,-48.941430120793171,-21.124626089340083,351110205_3511102042
-46.8729897944116,-23.6705966799,-46.872989794411637,-23.670596679899987,351500405_3515004096
-48.4915802582975,-21.8337877204204,-48.491580258297525,-21.833787720420425,351685305_.
-46.8919301173244,-23.6347715229998,-46.891930117324414,-23.634771522999827,351500405_3515004095
-46.8189701578299,-23.6470115798642,-46.818970157829945,-23.647011579864238,351500405_3515004090
-46.9024962452095,-23.6441912779856,-46.902496245209498,-23.644191277985620,351500405_3515004092
-46.8166001339652,-23.6507533666669,-46.816600133965217,-23.650753366666876,351500405_3515004091
-46.3281628412541,-23.7777072010024,-46.328162841254120,-23.777707201002350,354780910_3547809129
-45.5110602256376,-23.0843583742331,-45.511060225637593,-23.084358374233101,355410205_.
-47.2047998255405,-22.8926208596389,-47.204799825540547,-22.892620859638875,351907105_3519071007
-48.6661658864538,-22.8122298376839,-48.666165886453825,-22.812229837683905,354105905_.
-47.2193407970445,-22.8880566174627,-47.219340797044467,-22.888056617462727,351907105_3519071006
-47.1968482153025,-22.8858059970645,-47.196848215302531,-22.885805997064512,351907105_3519071009
-47.2051921528841,-22.8820138059288,-47.205192152884059,-22.882013805928818,351907105_3519071008
-46.9207324810588,-22.6060011538597,-46.920732481058828,-22.606001153859705,354800505_.
-45.4307574129689,-23.7169418480598,-45.430757412968909,-23.716941848059779,355070415_3550704031
-48.9539465312363,-21.1248460241876,-48.953946531236262,-21.124846024187622,351110205_3511102038
-48.9564332380864,-21.1253633328003,-48.956433238086397,-21.125363332800330,351110205_3511102037
-49.1637142877125,-21.3376863432245,-49.163714287712459,-21.337686343224501,352190307_.
-46.3296286308543,-23.7401095969005,-46.329628630854323,-23.740109596900517,354780910_3547809130
-48.9542622958277,-21.1234882235641,-48.954262295827739,-21.123488223564127,351110205_3511102039
-48.222741639262,-23.5406522311748,-48.222741639262040,-23.540652231174811,352230730_.
-48.9527368731258,-21.1321926684465,-48.952736873125794,-21.132192668446468,351110205_3511102034
-48.9553843221488,-21.1338223854147,-48.955384322148824,-21.133822385414700,351110205_3511102033
-46.6213513971856,-23.2263667275281,-46.621351397185649,-23.226366727528063,350410705_3504107050
-46.8999307877553,-23.6314446371923,-46.899930787755338,-23.631444637192292,351500405_3515004087
-48.9485143619694,-21.1262557065913,-48.948514361969401,-21.126255706591262,351110205_3511102036
-46.8122379220399,-23.6686165809377,-46.812237922039877,-23.668616580937687,351500405_3515004086
-48.9494470128174,-21.1279758680572,-48.949447012817359,-21.127975868057248,351110205_3511102035
-46.8534501324287,-23.6749297293639,-46.853450132428655,-23.674929729363935,351500405_3515004089
-48.94798150552,-21.1362293263364,-48.947981505520040,-21.136229326336419,351110205_3511102030
-46.8666620236005,-23.6219874710819,-46.866662023600469,-23.621987471081944,351500405_3515004083
-48.9562713475106,-21.1345101517888,-48.956271347510551,-21.134510151788753,351110205_3511102032
-46.8677180836664,-23.6781375712996,-46.867718083666396,-23.678137571299622,351500405_3515004082
-48.9577635038012,-21.1377681556036,-48.957763503801168,-21.137768155603595,351110205_3511102031
-46.8046438891571,-23.6646792682453,-46.804643889157092,-23.664679268245255,351500405_3515004085
-46.8456361345573,-23.6291920158988,-46.845636134557274,-23.629192015898823,351500405_3515004084
-46.6709070532966,-23.6278434109053,-46.670907053296560,-23.627843410905257,355030815_.
-46.8601882439458,-23.6585470742806,-46.860188243945842,-23.658547074280612,351500405_3515004081
-50.0716924344303,-22.812597257184,-50.071692434430339,-22.812597257183977,351950105_.
-46.8927218230367,-23.6282421640903,-46.892721823036723,-23.628242164090334,351500405_3515004080
-49.9508731361322,-22.2103204892734,-49.950873136132174,-22.210320489273396,352900505_.
-45.718947834173,-22.6952334367211,-45.718947834173008,-22.695233436721072,354860905_.
-46.4660272684093,-23.9090172823641,-46.466027268409256,-23.909017282364054,351350405_3513504038
-46.4538516690141,-23.8974206398591,-46.453851669014142,-23.897420639859149,351350405_3513504037
-47.7260501925034,-23.694360826291,-47.726050192503422,-23.694360826291000,355110815_.
-46.438593678804,-23.8901720490507,-46.438593678804047,-23.890172049050655,351350405_3513504039
-49.6319984392823,-20.8459221748605,-49.631998439282256,-20.845922174860469,353250405_.
-46.3255359752708,-23.7653157968527,-46.325535975270753,-23.765315796852683,354780910_3547809128
-45.4124105246787,-23.7768365322784,-45.412410524678741,-23.776836532278427,355070415_3550704035
-46.3764013146055,-23.8335436644848,-46.376401314605538,-23.833543664484768,351350405_3513504041
-46.5388113930451,-23.1933356089104,-46.538811393045059,-23.193335608910427,350410705_3504107047
-47.7314408698065,-23.8098894631673,-47.731440869806505,-23.809889463167298,353790905_.
-46.6318117356562,-23.2437867525432,-46.631811735656235,-23.243786752543247,350410705_3504107046
-46.374134650863,-23.860720559662,-46.374134650863041,-23.860720559662024,351350405_3513504042
-46.6542267183605,-23.133323339551,-46.654226718360462,-23.133323339550994,350410705_3504107049
-48.9493175244492,-21.1448102823207,-48.949317524449249,-21.144810282320652,351110205_3511102027
-46.649493733447,-23.2219793068102,-46.649493733446995,-23.221979306810226,350410705_3504107048
-48.9460756428475,-21.1411698238698,-48.946075642847454,-21.141169823869763,351110205_3511102026
-46.4528957250803,-23.0736283088873,-46.452895725080303,-23.073628308887269,350410705_3504107043
-48.9521457143647,-21.1391273810863,-48.952145714364683,-21.139127381086265,351110205_3511102029
-46.6591509179651,-23.2491753397719,-46.659150917965142,-23.249175339771853,350410705_3504107042
-48.9413258180835,-21.1455275650153,-48.941325818083527,-21.145527565015335,351110205_3511102028
-46.5510404789134,-23.1314295595548,-46.551040478913379,-23.131429559554764,350410705_3504107045
-48.9750260632042,-21.1570735375135,-48.975026063204155,-21.157073537513504,351110205_3511102023
-46.6019240237317,-23.0603650133877,-46.601924023731740,-23.060365013387727,350410705_3504107044
-48.9731822958919,-21.151243756616,-48.973182295891903,-21.151243756616012,351110205_3511102022
-46.8079287376941,-23.6546409893875,-46.807928737694120,-23.654640989387488,351500405_3515004076
-48.9675520928337,-21.151363503325,-48.967552092833671,-21.151363503325005,351110205_3511102025
-46.8483123016318,-23.6216788059377,-46.848312301631822,-23.621678805937727,351500405_3515004075
-48.9680963724234,-21.1459600683253,-48.968096372423418,-21.145960068325348,351110205_3511102024
-46.4786754449291,-23.0761445390184,-46.478675444929131,-23.076144539018379,350410705_3504107041
-47.7431333379379,-21.3374519907092,-47.743133337937941,-21.337451990709187,351310805_.
-46.8258318110122,-23.6274050049681,-46.825831811012243,-23.627405004968075,351500405_3515004078
-46.6895801382067,-23.2392887227321,-46.689580138206701,-23.239288722732066,350410705_3504107040
-46.8019775497744,-23.6585930602023,-46.801977549774399,-23.658593060202328,351500405_3515004077
-46.8118580904956,-23.660278521757,-46.811858090495640,-23.660278521756950,351500405_3515004072
-48.9656524397426,-21.1554264199497,-48.965652439742591,-21.155426419949709,351110205_3511102021
-46.8127287909893,-23.6415735006871,-46.812728790989325,-23.641573500687105,351500405_3515004071
-48.9677047495339,-21.160079158417,-48.967704749533866,-21.160079158416995,351110205_3511102020
-46.8054506808634,-23.6661012812444,-46.805450680863373,-23.666101281244373,351500405_3515004074
-46.8514673058286,-23.6440859989509,-46.851467305828621,-23.644085998950867,351500405_3515004073
-49.7090630761348,-23.0390616303536,-49.709063076134846,-23.039061630353572,355720405_.
-46.818793739858,-23.6628972431271,-46.818793739858044,-23.662897243127095,351500405_3515004070
-50.7249316532989,-21.0646648954386,-50.724931653298874,-21.064664895438646,351820610_.
-46.3552376370584,-23.7440348337266,-46.355237637058359,-23.744034833726591,354780910_3547809108
-46.3691384419705,-23.7568639684964,-46.369138441970485,-23.756863968496418,354780910_3547809107
-46.4040419555954,-23.8632584065842,-46.404041955595368,-23.863258406584237,351350405_3513504029
-48.3832705614154,-22.3780478022298,-48.383270561415429,-22.378047802229830,351410605_.
-46.4783453116594,-23.8981688027261,-46.478345311659403,-23.898168802726072,351350405_3513504023
-46.4032866609646,-23.9243088106341,-46.403286660964554,-23.924308810634063,351350405_3513504022
-46.6638568404232,-23.1032503078663,-46.663856840423151,-23.103250307866329,350410705_3504107039
-47.0574297364741,-23.1541078103219,-47.057429736474120,-23.154107810321864,352400605_.
-47.7234767430158,-23.3079847747804,-47.723476743015809,-23.307984774780440,350700105_3507001058
-46.4027384529262,-23.9024708689217,-46.402738452926229,-23.902470868921707,351350405_3513504030
-47.6535860748832,-23.3502121172261,-47.653586074883179,-23.350212117226089,350700105_3507001057
-46.5446216035162,-23.0843875422317,-46.544621603516198,-23.084387542231710,350410705_3504107036
-47.121619103359,-21.9477671721552,-47.121619103359002,-21.947767172155157,351080715_.
-46.3011341042653,-23.7781397017569,-46.301134104265266,-23.778139701756871,354780910_3547809113
-45.1093198125692,-23.4542093394176,-45.109319812569197,-23.454209339417613,355540605_3555406018
-46.4232178936252,-23.9281823998712,-46.423217893625221,-23.928182399871247,351350405_3513504032
-47.7272800462689,-23.3155489353877,-47.727280046268859,-23.315548935387653,350700105_3507001059
-46.5785388675098,-23.1918837837789,-46.578538867509828,-23.191883783778927,350410705_3504107035
-45.0912301929998,-23.4667069314654,-45.091230192999802,-23.466706931465424,355540605_3555406017
-47.764248334083,-23.2854302968213,-47.764248334082993,-23.285430296821350,350700105_3507001054
-46.6503350485465,-23.0833813272401,-46.650335048546545,-23.083381327240122,350410705_3504107038
-48.9768688643183,-21.161762268519,-48.976868864318334,-21.161762268518974,351110205_3511102016
-47.7494764808272,-23.3141185167062,-47.749476480827170,-23.314118516706216,350700105_3507001053
-46.5630682185813,-23.0478049406873,-46.563068218581265,-23.047804940687289,350410705_3504107037
-45.102381967229,-23.4422354226728,-45.102381967229014,-23.442235422672795,355540605_3555406019
-48.9784908405536,-21.151936445882,-48.978490840553597,-21.151936445881972,351110205_3511102015
-47.7180346402971,-23.2696515928883,-47.718034640297134,-23.269651592888312,350700105_3507001056
-46.5658846266116,-23.156687036416,-46.565884626611634,-23.156687036416031,350410705_3504107032
-45.0605415300269,-23.4602313185099,-45.060541530026931,-23.460231318509926,355540605_3555406025
-49.0034647240508,-21.1809775716713,-49.003464724050787,-21.180977571671274,351110205_3511102018
-47.7464488278674,-23.2672300119015,-47.746448827867432,-23.267230011901500,350700105_3507001055
-46.5374932459038,-23.1087112493875,-46.537493245903846,-23.108711249387497,350410705_3504107031
-46.7990979823128,-23.6538688426106,-46.799097982312830,-23.653868842610574,351500405_3515004079
-44.9736910725674,-23.3889476187053,-44.973691072567391,-23.388947618705309,355540605_3555406024
-48.9985453185918,-21.1707762279495,-48.998545318591809,-21.170776227949474,351110205_3511102017
-47.728368375575,-23.3006018177299,-47.728368375575045,-23.300601817729863,350700105_3507001050
-46.6339039957741,-23.0678744179219,-46.633903995774055,-23.067874417921946,350410705_3504107034
-46.7405810209262,-23.5997087714864,-46.740581020926250,-23.599708771486409,355030894_.
-44.9605670283347,-23.37655237358,-44.960567028334665,-23.376552373579969,355540605_3555406027
-48.9830838180546,-21.1594371071522,-48.983083818054624,-21.159437107152218,351110205_3511102012
-45.0679690871654,-23.4688580274846,-45.067969087165402,-23.468858027484607,355540605_3555406026
-49.00143124709,-21.1525574024435,-49.001431247089997,-21.152557402443481,351110205_3511102011
-47.6912949094415,-23.254616552031,-47.691294909441545,-23.254616552031010,350700105_3507001052
-46.8411586068523,-23.6350135621122,-46.841158606852282,-23.635013562112224,351500405_3515004065
-45.1205316827224,-23.39724712249,-45.120531682722437,-23.397247122489983,355540605_3555406021
-48.9812884477507,-21.156081574947,-48.981288447750686,-21.156081574947027,351110205_3511102014
-47.7337562629397,-23.2931554840492,-47.733756262939693,-23.293155484049201,350700105_3507001051
-46.8555893326012,-23.6401107666121,-46.855589332601227,-23.640110766612125,351500405_3515004064
-45.116671378034,-23.421167443339,-45.116671378033978,-23.421167443339002,355540605_3555406020
-46.5914925472069,-23.2159262059309,-46.591492547206933,-23.215926205930867,350410705_3504107030
-46.80566681111,-23.6505396430621,-46.805666811110015,-23.650539643062071,351500405_3515004067
-45.0084692310344,-23.3998390642453,-45.008469231034397,-23.399839064245302,355540605_3555406023
-46.804883183769,-23.682063047693,-46.804883183769050,-23.682063047693038,351500405_3515004066
-45.0466513199211,-23.4150386311907,-45.046651319921146,-23.415038631190662,355540605_3555406022
-46.8231177342441,-23.6429985293237,-46.823117734244057,-23.642998529323695,351500405_3515004061
-48.9913840377073,-21.1588686709009,-48.991384037707334,-21.158868670900880,351110205_3511102010
-46.8463800270806,-23.655404393839,-46.846380027080563,-23.655404393838968,351500405_3515004060
-46.7999027220081,-23.6633671082882,-46.799902722008071,-23.663367108288224,351500405_3515004063
-46.8642846883664,-23.6810761891843,-46.864284688366361,-23.681076189184267,351500405_3515004062
-49.8481428632743,-21.5262752542985,-49.848142863274347,-21.526275254298472,354160405_.
-47.6636771190566,-23.256783766173,-47.663677119056622,-23.256783766173040,350700105_3507001039
-46.4087579881716,-23.7703969436432,-46.408757988171587,-23.770396943643188,354780910_3547809103
-46.6755372221398,-23.0206235287882,-46.675537222139774,-23.020623528788246,350410705_3504107029
-46.3658942432647,-23.7716143748436,-46.365894243264698,-23.771614374843612,354780910_3547809106
-46.5573773858283,-23.1072961671388,-46.557377385828275,-23.107296167138824,350410705_3504107028
-47.6932581121113,-23.3134396648003,-47.693258112111273,-23.313439664800327,350700105_3507001047
-46.4392051648186,-23.7927051339161,-46.439205164818560,-23.792705133916055,354780910_3547809100
-49.008722539329,-21.1955701005742,-49.008722539329007,-21.195570100574237,351110205_3511102019
-47.7206525814874,-23.2876252857171,-47.720652581487421,-23.287625285717120,350700105_3507001049
-46.576680072529,-23.1722761264772,-46.576680072528987,-23.172276126477207,350410705_3504107025
-45.0865303316781,-23.4385602816244,-45.086530331678105,-23.438560281624440,355540605_3555406007
-47.7097513372834,-23.2963138215812,-47.709751337283450,-23.296313821581229,350700105_3507001048
-46.5684313863138,-23.0950291089119,-46.568431386313826,-23.095029108911856,350410705_3504107024
-46.4214863993907,-23.7769850909023,-46.421486399390680,-23.776985090902301,354780910_3547809101
-45.0843637948731,-23.4388110417894,-45.084363794873141,-23.438811041789400,355540605_3555406006
-49.406919096494,-20.0375118033406,-49.406919096493979,-20.037511803340589,353660405_.
-47.673659655672,-23.3462070310919,-47.673659655672047,-23.346207031091925,350700105_3507001043
-45.0901475618418,-23.430183027073,-45.090147561841775,-23.430183027073006,355540605_3555406009
-48.989992780121,-21.1448853892762,-48.989992780121007,-21.144885389276158,351110205_3511102005
-47.6718399373034,-23.3261713377104,-47.671839937303368,-23.326171337710392,350700105_3507001042
-46.5592416381904,-23.1351666552367,-46.559241638190421,-23.135166655236656,350410705_3504107026
-45.0932430127822,-23.4393084516513,-45.093243012782210,-23.439308451651268,355540605_3555406008
-48.9855096321834,-21.1393835679533,-48.985509632183430,-21.139383567953271,351110205_3511102004
-47.687013633897,-23.318326816773,-47.687013633897038,-23.318326816772995,350700105_3507001045
-46.6291689478508,-23.1682864018521,-46.629168947850786,-23.168286401852065,350410705_3504107021
-46.799504702327,-23.6714166585264,-46.799504702326992,-23.671416658526365,351500405_3515004069
-45.114514365026,-23.4283088229177,-45.114514365025983,-23.428308822917749,355540605_3555406014
-48.9825098475417,-21.1465213135425,-48.982509847541742,-21.146521313542458,351110205_3511102007
-46.6201514732357,-23.0562174552639,-46.620151473235659,-23.056217455263877,350410705_3504107020
-46.8468913295041,-23.6731387208473,-46.846891329504146,-23.673138720847319,351500405_3515004068
-45.0807974723728,-23.4550852098092,-45.080797472372844,-23.455085209809241,355540605_3555406013
-48.9947038689765,-21.147444592976,-48.994703868976536,-21.147444592976004,351110205_3511102006
-46.6267152612629,-23.0258743809866,-46.626715261262881,-23.025874380986551,350410705_3504107023
-45.0651979241254,-23.4091328744229,-45.065197924125378,-23.409132874422902,355540605_3555406016
-48.9742976184734,-21.1377586837598,-48.974297618473365,-21.137758683759763,351110205_3511102001
-46.5211893648106,-23.1180646416777,-46.521189364810645,-23.118064641677652,350410705_3504107022
-45.071208358146,-23.40170547061,-45.071208358146016,-23.401705470609986,355540605_3555406015
-46.8017193032116,-23.6623940199063,-46.801719303211563,-23.662394019906341,351500405_3515004054
-45.0757152292852,-23.4215375559117,-45.075715229285208,-23.421537555911705,355540605_3555406010
-48.6945477557815,-23.0120138052159,-48.694547755781507,-23.012013805215851,352350310_.
-48.9817938419606,-21.1347648884184,-48.981793841960574,-21.134764888418410,351110205_3511102003
-47.6703285113662,-23.3064064434737,-47.670328511366165,-23.306406443473715,350700105_3507001040
-46.8186423030641,-23.6442501491113,-46.818642303064102,-23.644250149111333,351500405_3515004053
-48.9617869080514,-21.1437050972349,-48.961786908051401,-21.143705097234868,351110205_3511102002
-46.8529605662343,-23.6800830532657,-46.852960566234273,-23.680083053265680,351500405_3515004056
-45.1064161019098,-23.4361816810098,-45.106416101909822,-23.436181681009838,355540605_3555406012
-47.2498895563134,-22.8864365417128,-47.249889556313391,-22.886436541712818,351907105_.
-46.8612593385688,-23.6507267146367,-46.861259338568765,-23.650726714636740,351500405_3515004055
-45.0669909157507,-23.4546556795172,-45.066990915750743,-23.454655679517202,355540605_3555406011
-46.8024503260526,-23.6563016655966,-46.802450326052551,-23.656301665596633,351500405_3515004050
-46.8138210375964,-23.6448726218512,-46.813821037596433,-23.644872621851235,351500405_3515004052
-46.8170686237382,-23.6202798467583,-46.817068623738187,-23.620279846758255,351500405_3515004051
-47.9507105477796,-23.2256397770289,-47.950710547779551,-23.225639777028899,351160705_.
-50.5987709149554,-21.9031885141983,-50.598770914955381,-21.903188514198330,355500020_.
-49.5646073613077,-23.6179074904382,-49.564607361307736,-23.617907490438217,350500505_.
-47.6719119947713,-23.2949182131629,-47.671911994771271,-23.294918213162905,350700105_3507001029
-45.4098478100924,-23.7686127085772,-45.409847810092423,-23.768612708577191,355070415_3550704006
-47.6579394746953,-23.290444720422,-47.657939474695269,-23.290444720421991,350700105_3507001028
-45.4197691374105,-23.7624943607596,-45.419769137410512,-23.762494360759643,355070415_3550704005
-46.6193310223638,-23.23552460203,-46.619331022363838,-23.235524602029979,350410705_3504107017
-45.4052187885224,-23.7723896155007,-45.405218788522397,-23.772389615500678,355070415_3550704007
-47.6912646976777,-23.2928704179637,-47.691264697677717,-23.292870417963670,350700105_3507001036
-46.823351955067,-23.5737748857427,-46.823351955066961,-23.573774885742704,351060910_.
-45.4412870368965,-23.7263999267923,-45.441287036896483,-23.726399926792272,355070415_3550704002
-48.9871124981837,-21.1549584131351,-48.987112498183741,-21.154958413135056,351110205_3511102009
-47.6826575606936,-23.2904778186196,-47.682657560693585,-23.290477818619554,350700105_3507001035
-46.500444856915,-23.1238525904676,-46.500444856915024,-23.123852590467632,350410705_3504107019
-50.4937830898381,-20.8619952089785,-50.493783089838139,-20.861995208978456,354805410_.
-45.4233602021454,-23.7264015381005,-45.423360202145403,-23.726401538100490,355070415_3550704001
-48.9883661100282,-21.1506448295815,-48.988366110028160,-21.150644829581530,351110205_3511102008
-47.6721574489012,-23.2628903313947,-47.672157448901167,-23.262890331394743,350700105_3507001038
-46.4998765961457,-23.1034243374214,-46.499876596145711,-23.103424337421405,350410705_3504107014
-45.4136043786489,-23.7579253830875,-45.413604378648891,-23.757925383087510,355070415_3550704004
-47.3063726143482,-23.0629847648406,-47.306372614348199,-23.062984764840628,351490810_.
-47.6737930033225,-23.2575391068083,-47.673793003322523,-23.257539106808338,350700105_3507001037
-46.5484981667886,-23.1147897380189,-46.548498166788576,-23.114789738018860,350410705_3504107013
-45.4023204917829,-23.7317745314855,-45.402320491782859,-23.731774531485456,355070415_3550704003
-47.6699282592458,-23.2866320819951,-47.669928259245800,-23.286632081995055,350700105_3507001032
-46.5513057889841,-23.1588180623985,-46.551305788984124,-23.158818062398499,350410705_3504107016
-47.6665181766531,-23.2855138300607,-47.666518176653078,-23.285513830060705,350700105_3507001031
-46.6953645421067,-23.2169903508781,-46.695364542106709,-23.216990350878092,350410705_3504107015
-47.6774925301545,-23.2908162220229,-47.677492530154538,-23.290816222022897,350700105_3507001034
-46.7977973245489,-23.6634906601026,-46.797797324548867,-23.663490660102589,351500405_3515004058
-48.3930915964091,-21.4615252979173,-48.393091596409114,-21.461525297917294,354650405_.
-45.0653474072895,-23.4183081625001,-45.065347407289501,-23.418308162500079,355540605_3555406003
-47.6732415827694,-23.2884872835231,-47.673241582769357,-23.288487283523093,350700105_3507001033
-46.8534282909626,-23.6693317566558,-46.853428290962633,-23.669331756655765,351500405_3515004057
-45.0809077446694,-23.4369125262356,-45.080907744669439,-23.436912526235638,355540605_3555406002
-45.0770497614936,-23.4478501994255,-45.077049761493569,-23.447850199425542,355540605_3555406005
-46.6744027667338,-23.0761934914965,-46.674402766733841,-23.076193491496458,350410705_3504107011
-46.8544289681265,-23.6425918786628,-46.854428968126513,-23.642591878662795,351500405_3515004059
-45.0723287833758,-23.4468855484405,-45.072328783375760,-23.446885548440459,355540605_3555406004
-47.6629564289098,-23.2844000824629,-47.662956428909808,-23.284400082462945,350700105_3507001030
-46.7952112090249,-23.6607309972032,-46.795211209024899,-23.660730997203192,351500405_3515004043
-46.7791644346822,-24.0384267701523,-46.779164434682173,-24.038426770152331,352210905_.
-46.7948471916488,-23.6511906943413,-46.794847191648785,-23.651190694341309,351500405_3515004042
-46.4851332573339,-23.4929543083077,-46.485133257333928,-23.492954308307695,355030828_.
-46.7969588157292,-23.6567530300768,-46.796958815729241,-23.656753030076789,351500405_3515004045
-45.0748769813952,-23.4340764840211,-45.074876981395157,-23.434076484021148,355540605_3555406001
-46.8948372133033,-23.6647542476658,-46.894837213303347,-23.664754247665780,351500405_3515004044
-49.2758545681716,-22.6941743560256,-49.275854568171553,-22.694174356025574,350070910_.
-46.8708938177791,-23.6335691376107,-46.870893817779070,-23.633569137610692,351500405_3515004041
-46.8053356439595,-23.6442597029708,-46.805335643959459,-23.644259702970810,351500405_3515004040
-46.9523495333506,-22.5216986354983,-46.952349533350599,-22.521698635498296,353080510_.
-49.2863374318421,-23.9540951821943,-49.286337431842149,-23.954095182194269,352320625_.
-46.1955276079518,-23.5202304360775,-46.195527607951846,-23.520230436077508,353060705_.
-49.783735448128,-23.0058625604514,-49.783735448128013,-23.005862560451433,351015305_.
-47.6581207174439,-23.3015044082207,-47.658120717443943,-23.301504408220669,350700105_3507001018
-47.6407204420054,-23.3013613042147,-47.640720442005438,-23.301361304214694,350700105_3507001017
-49.4079283172232,-22.4152949775818,-49.407928317223160,-22.415294977581755,351450205_.
-47.652332582267,-23.2943404209899,-47.652332582266979,-23.294340420989904,350700105_3507001019
-47.659075826243,-23.2931832767049,-47.659075826242955,-23.293183276704934,350700105_3507001025
-46.5978736228111,-23.1641852619404,-46.597873622811093,-23.164185261940396,350410705_3504107009
-47.7309518448771,-23.4677628135152,-47.730951844877055,-23.467762813515204,351030205_.
-46.5899950092613,-23.1233419931934,-46.589995009261337,-23.123341993193421,350410705_3504107008
-47.6623619383351,-23.2882763112781,-47.662361938335067,-23.288276311278107,350700105_3507001027
-47.6645378133414,-23.2926678184454,-47.664537813341411,-23.292667818445405,350700105_3507001026
-46.5681974944146,-23.1251014219465,-46.568197494414626,-23.125101421946464,350410705_3504107002
-46.5416643689806,-23.5952691315618,-46.541664368980591,-23.595269131561807,355030872_.
-47.6479592526978,-23.2860594436237,-47.647959252697845,-23.286059443623660,350700105_3507001021
-46.5880812903807,-23.1405242837572,-46.588081290380750,-23.140524283757152,350410705_3504107005
-44.8158993736162,-22.9153385322428,-44.815899373616247,-22.915338532242821,351360310_.
-47.6516741642528,-23.3009830776893,-47.651674164252817,-23.300983077689310,350700105_3507001020
-46.5173634718621,-23.0723901014932,-46.517363471862112,-23.072390101493234,350410705_3504107004
-46.8028762715158,-23.653838133024,-46.802876271515785,-23.653838133023982,351500405_3515004047
-47.6542538009597,-23.2834700772585,-47.654253800959651,-23.283470077258482,350700105_3507001022
-46.8061724126683,-23.6576373575344,-46.806172412668253,-23.657637357534369,351500405_3515004046
-46.5607326946222,-23.222382497133,-46.560732694622239,-23.222382497132969,350410705_3504107001
-46.840910817243,-23.6552881425512,-46.840910817243014,-23.655288142551186,351500405_3515004049
-46.8298583268704,-23.6400191789185,-46.829858326870429,-23.640019178918539,351500405_3515004048
-46.8194453811448,-23.6556212386153,-46.819445381144774,-23.655621238615272,351500405_3515004032
-46.8378375635966,-23.6383313075631,-46.837837563596572,-23.638331307563138,351500405_3515004031
-46.9035680973079,-23.6379350785814,-46.903568097307854,-23.637935078581403,351500405_3515004034
-46.8041622939241,-23.6688285266958,-46.804162293924144,-23.668828526695847,351500405_3515004033
-46.8080623078913,-23.6720456151472,-46.808062307891340,-23.672045615147169,351500405_3515004030
-48.0819123410112,-21.6857563296246,-48.081912341011211,-21.685756329624628,354690005_.
-50.3002225403831,-22.8494066530706,-50.300222540383118,-22.849406653070595,353530910_.
-47.6773722074769,-23.2729042965045,-47.677372207476907,-23.272904296504485,350700105_3507001007
-47.6758767140053,-23.2778274539931,-47.675876714005270,-23.277827453993083,350700105_3507001006
-46.9065960843525,-23.6089261889898,-46.906596084352515,-23.608926188989791,351300905_.
-46.5445026492023,-23.5688555542434,-46.544502649202322,-23.568855554243434,355030885_.
-47.67054078612,-23.2808659430989,-47.670540786119965,-23.280865943098895,350700105_3507001009
-47.6669036183605,-23.2729218517271,-47.666903618360514,-23.272921851727126,350700105_3507001008
-47.646879729991,-23.2931322211965,-47.646879729990971,-23.293132221196508,350700105_3507001014
-47.6445481830645,-23.2726183312174,-47.644548183064479,-23.272618331217419,350700105_3507001013
-50.3196400547749,-20.1379365770684,-50.319640054774872,-20.137936577068423,351550910_.
-47.6356424324126,-23.3093916104852,-47.635642432412617,-23.309391610485171,350700105_3507001016
-47.6334958752351,-23.2986614869519,-47.633495875235091,-23.298661486951875,350700105_3507001015
-46.8361044383202,-23.6314116329272,-46.836104438320177,-23.631411632927158,351500405_3515004039
-47.6664456415741,-23.2789199486764,-47.666445641574093,-23.278919948676418,350700105_3507001010
-47.662908757765,-23.2677278320266,-47.662908757765017,-23.267727832026608,350700105_3507001012
-51.578517041297,-21.606404963223,-51.578517041296955,-21.606404963223017,351440310_.
-46.8176671490658,-23.6329514614489,-46.817667149065763,-23.632951461448872,351500405_3515004036
-47.6620031111816,-23.2794887342935,-47.662003111181640,-23.279488734293491,350700105_3507001011
-46.8198687991034,-23.6590448968083,-46.819868799103446,-23.659044896808293,351500405_3515004035
-46.7932403128905,-23.6528394818974,-46.793240312890454,-23.652839481897438,351500405_3515004038
